#Copyright 2010, 2011, 2012 Am Faclair Beag
#
#   This program is free software: you can redistribute it and/or modify
#   it under the terms of the GNU General Public License as published by
#   the Free Software Foundation, either version 3 of the License, or
#   (at your option) any later version.
#
#   This program is distributed in the hope that it will be useful,
#   but WITHOUT ANY WARRANTY; without even the implied warranty of
#   MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
#   GNU General Public License for more details.
#
#   You should have received a copy of the GNU General Public License
#   along with this program.  If not, see <http://www.gnu.org/licenses/>.
142,ged a chuireadh tu do sheanair ás,NULL
143,gun dragh sam bith!,NULL
144,gun robh an rud mar seo,NULL
145,gun robh mi glé thoilichte gun dug mi srian dhi,NULL
146,gur h-e na breugan a tha aige,NULL
147,gus an seòl mi an caolas,NULL
148,is air co-dhiù bu chòir dha,NULL
149,is e a' taomadh,NULL
150,is smùid aige air,NULL
151,ma thogair,NULL
152,mura biodh sin,NULL
153,mura mìomhail ri fhaighneachd,None
154,mus dig ort,NULL
155,'na bhalach,NULL
156,'na bheò fhéin,NULL
157,'na chòir fhéin,NULL
158,... 'na fhalach-cuain,NULL
159,na 's urrainn dhut ithe,None
160,na 's coireach ris,NULL
161,nach fhiach ainmeachadh,None
162,nach robh buannachd sam bith dha ann,Adjective
163,'nad làn fhaireachadh,NULL
164,... 'nad uaill is 'nad aonrachd,Adjective
165,'nam chomas mar,NULL
166,olc air mhath le càch e,None
167,rachainn-sa an urras,NULL
168,san robh e air a thionndadh,NULL
169,seach gur h-e sibhse a tha ann,NULL
170,tha do Shàtan a' feitheamh ort,None
171,a bìoch,NULL
172,a mìoch,NULL
173,an duirt thu,NULL
174,"..., dha do réir",NULL
175,"..., is cinnteach",NULL
176,no co-dhiù bidh,NULL
177,nuair a thig e gu aon is gu dhà,NULL
178,saoil,NULL
179,tha e coltach,NULL
180,"..., uime sin, ...",NULL
181,aon-neach,NULL
182,air an ceann,Adjective
183,[A] beag foighidinn,Adjective
184,gaolach,None
185,"uasal, uas",None
186,nach maireann,NULL
187,gu sàilean do bhrògan,None
188,[A] a bharrachd,Adjective
189,abair rium mun abair mi riut!,Adjective
190,[A] a bhith agad air do dhìnnear,NULL
191,a dh'ainmich mi roimhe,Adjective
192,a dh'fhóghnadh e fhéin,NULL
193,a' dol a mhullach an adhair,None
194,a leud,NULL
195,a nithear gu ceart,NULL
196,a tha ann am beachd,NULL
197,a thogail,NULL
198,a thoill am moladh,NULL
199,a thuras,NULL
200,agus uachdar 'na cheann,NULL
201,air a' bheò,NULL
202,air a chois,NULL
203,air a dhathadh,NULL
204,air a' mharbh,NULL
205,air bheagan airgid,NULL
206,air bhog,NULL
207,air buarach,NULL
208,air dearmad,NULL
209,air èalaidh,NULL
210,air nach urrainn teanga a bhith a' luaidh,NULL
211,air tùs,NULL
212,am bith,NULL
213,am bliadhna mar an-uiridh,None
214,am measg an t-sluaigh,Adjective
215,an latha sa bheil sinn beò,None
216,[A] an taobh a-staigh,NULL
217,an urra,NULL
218,ann no ás,NULL
219,aon-liotair,NULL
220,ar latha,NULL
221,àraidh,Adjective
222,àrd,NULL
223,as airidh an t-ainm,NULL
224,as buaine,NULL
225,as coltach gun/gur,NULL
226,ath-sholarach,NULL
227,beachdaidh,NULL
228,beag,NULL
229,bearraideach,NULL
230,breun,None
231,buan,NULL
232,buille sa char,NULL
233,cac,None
234,càraid,NULL
235,caran faoin,NULL
236,céin,NULL
237,coillteach,NULL
238,corporra,None
239,cràbhach,NULL
240,drùidhteach,NULL
241,fa leth,NULL
242,fann,NULL
243,[A] farranach,NULL
244,fàs,NULL
245,fuadain,NULL
246,fuarachaidh,NULL
247,'ga iomairt,NULL
248,gach latha a chì is nach fhaic mi thu,Adjective
249,gun bhuannachd,NULL
250,gun chiall,NULL
251,gun chomain,NULL
252,gun dìth,NULL
253,gun leisgeul,Adjective
254,gun ro-shampall,NULL
255,gun spéis,None
256,ionnsaichte,NULL
257,is a h-uile càil,NULL
258,[A] iutharnail,NULL
259,leibideach,NULL
260,maol,NULL
261,mar aon,NULL
262,measail,NULL
263,meirgeach,NULL
264,mór,NULL
265,'na bhun,NULL
266,'na chois,NULL
267,'na dheann,NULL
268,na galla,None
269,na làimhe clì,NULL
270,na làimhe deise,NULL
271,na linn a thréig,NULL
272,'na spealgan,NULL
273,na spìocaireachd,NULL
274,nach caitheadh,NULL
275,nach fhacas a-riamh a leithid,NULL
276,nach fhiach a aithris,NULL
277,[A] nach toigh le torr,Adjective
278,'nam praisean,NULL
279,pronn,NULL
280,ri a shròin,NULL
281,ri oiribh a chéile,NULL
282,ri teachd,NULL
283,sèamarach,NULL
284,seasg,NULL
285,sgillinn am punnd,NULL
286,"sgillinn an urra, not an urra",NULL
287,slàn,NULL
288,snàth,NULL
289,sònraichte math,NULL
290,spàgach,NULL
291,sturralaich starralaich,NULL
292,suaicheanta,NULL
293,tarbhach,NULL
294,teinntidh,NULL
295,[A] thar glòir,None
296,thar smuain,NULL
297,toinnte,NULL
298,trì-fhigearach,NULL
299,troigh air àirde,NULL
300,troigh an doimhneachd,NULL
301,tuarastail,NULL
302,uile,NULL
303,ùr-bhleithte,NULL
304,mura robh seachad orra,None
305,nimhe,NULL
306,tuatha,NULL
307,air muin,NULL
308,an àite,NULL
309,an sgòrnan,NULL
310,mun iadh,NULL
311,'na dheann bho,NULL
312,neo-ar-thaing mura bi ...,None
313,neo-ar-thaing mura robh ...,None
314,[neo-ar-thaing nach bi ...,None
315,neo-ar-thaing nach robh ...,None
316,ach an,NULL
317,aotrom,NULL
318,"bho shean, o shean",None
319,tuilleadh ùir air Odhran,NULL
320,mo mhire mo mhùirn,None
321,dha aois,NULL
322,is gu bheil,NULL
323,'na latha is 'na linn,NULL
324,nas leòir,NULL
325,'s gu bheil e,NULL
326,fhiamhach,NULL
327,ás beul á chéile,NULL
328,fhéin e,NULL
329,gu h-eireachdail,NULL
330,10m a leud,NULL
331,10sg an urra,None
332,12 òirleach ann an troigh,NULL
333,25% far gach prìs,None
334,Barraid,NULL
335,5 mìle mun cuairt,NULL
336,"iteach, , itich, , , , , , , , , itich, , , , , , , , iteachaibh, , iteach, , , , , , , , iteacha, , , ",Common Masculine Noun
337,a,NULL
23016,"spéileabord, , spéileabuird, , , , , , , , , spéileabordan, , , , , , , , spéileabordaibh, , spéileabordan, , , , , , , , , , , ",None
338,a mo ghaoil,None
339,Àrdachd Rìoghail am Prionnsa,None
340,a' beadradh ri,None
341,á beul a chéile,NULL
342,a bhalaich ort!,Adjective
343,a' bhanais chearc,None
344,a bharr,NULL
345,a bharrachd,NULL
346,a bharrachd oirnn fhìn,NULL
347,a bharrachd orm fhìn,Adjective
348,", Bhatacan, , Bhatacain, , Bhatacaine, , , Bhatacan, , ",Feminine Names
349,a bheag,NULL
350,"Bealaruis, Bhealaruis, Bealaruis, Bhealaruis, Bealaruise, Bhealaruise, , , Bhealaruis, , ",Feminine Names
351,a bheil [A] 'gad liathadh?,NULL
352,a bheil a' bheag de mhath air [A]?,NULL
353,a bheil a dhìth ort a ...,NULL
354,a bheil a' dol leis?,NULL
355,a bheil a' ghrian ris?,NULL
356,a bheil beachd agad…,None
357,a bheil blas air [A]?,NULL
358,a bheil brath agad càit a bheil [A]?,Adjective
359,a bheil bruidhinn agad?,NULL
360,a bheil dùil agad-sa,NULL
361,a bheil e a' dèanamh?,Adjective
362,a bheil fhios a bheil [C],NULL
363,a bheil forfhais agad ...,NULL
364,a bheil guth aig a' ghaoith sgur,None
365,a bheil iad a' toirt fa near nach eil an uiread de Ghàidheal ann an-diugh,None
366,a bheil iad càirdeach dha chéile,None
367,a bheil mi air cuidhteas a' chàir ud fhaighinn fhathast?,None
368,a bheil nàire ort?,NULL
369,a bheil seo a' toirt càil gu d' aire?,Adjective
370,a bheil sibh càirdeach d'o a chéile?,Adjective
371,a bheil sibh uile còrd?,NULL
372,a bheil thu a' caitheamh nam brògan ùra dearga sin?,NULL
373,a bheil thu a' gabhail ris na thuirt,None
374,a bheil thu a' smaoineachadh gu bheil mi 'nam amadan cho mór?,NULL
375,a bheil thu a' tighinn?,None
376,a bheil thu air do thùr a chall?,NULL
377,a bheil thu airson,None
378,a bheil thu ann an trum? chan eil mi ann an deagh thrum an-diugh.,NULL
379,a bheil thu ann an trum? tha mi ann an trum àbhaisteach airson madainn Luain.,Adjective
380,a bheil thu cinnteach ás?,NULL
381,a bheil thu deas?,NULL
382,a bheil thu deiseal?,NULL
383,a bheil uallach ort mu a dhéidhinn?,NULL
384,a bheil ùine agad?,NULL
385,"Beilg, Bheilg, Beilg, Bheilg, Beilge, Bheilge, , , Bheilg, , ",Feminine Names
386,", Bheiniseala, , Bheiniseala, , Bheiniseala, , , Bheiniseala, , ",Feminine Names
387,A' Bheinn a Tuath,NULL
388,A' Bheinn Bhiorach,NULL
389,A' Bheinn Ghorm,Adjective
390,a bheir barr air,NULL
391,"a' bheirt sin nach fhaighear ach cearr, is foighidinn as fhearr a dhèanamh ris",Adjective
392,a bhéist air do chasan!,NULL
393,a' bhéist as motha ag ithe na béist as lugha,Adjective
394,a bheul is a shròn fodha,None
395,a bhiast!,NULL
396,a bhidse!,NULL
397,tha a' còrdadh ris,None
398,a bhith a' crònan ri fuaim,None
399,a bhith a' cur a-mach gu a bhus le [A],NULL
400,a bhith a' dol a-bhàn,NULL
401,a bhith a' dol ás an rathad,None
402,a bhith a' dol gasta,NULL
403,a bhith a' dol 'na dhà mheanglan,NULL
404,a bhith a' fàgail cus còmhraidh,NULL
405,a bhith a' feumachadh sealltainn ri [A],NULL
406,a bhith a' fuireach aig 12 Sràid Chàrlabhaigh,None
407,a bhith a' fuireach air leth,NULL
408,a bhith a' fuireach air Rathad,None
409,fuirich le,None
410,a bhith a' gal is a' caoineadh,None
411,a bhith a' gal is a' caoineadh is a' spìonadh do chinn,None
412,a bhith a' gearan air,None
413,a bhith a' gearan is a' guraman,NULL
414,a bhith a' goireadaireachd suas a' ghobhail,NULL
415,a bhith a' marbh-iarraidh,NULL
416,a bhith a' sileadh nan deur,NULL
417,a bhith a' snàmh ann an cuid chàich,NULL
418,a bhith a' sporghail,None
419,a bhith a' sreap ri [À],NULL
420,a bhith a' sreap ris an [À],NULL
421,a bhith a' sùgradh,None
422,a bhith a' sùileachadh [A] a [AG],NULL
423,a bhith a' tighinn beò,NULL
424,a bhith a' toirt do [A],None
425,a bhith ag iarraidh a' mhùin,None
426,a bhith ag iarraidh braidhmeadaich,Adjective
427,a bhith ag iarraidh dìdeig,NULL
428,a bhith ag iarraidh gu duine,NULL
429,a bhith ag iarraidh muin,None
430,a bhith ag obair 'na leth-cheud bliadhna,NULL
431,a bhith ag oiteagail,NULL
432,a bhith ag ùradh clò,NULL
433,a bhith aig biadh,NULL
434,a bhith an làthair [A],NULL
435,a bhith gun do bhraich sa mhuileann,NULL
436,a bhith làidir ás leth,None
437,a bhith 'na spealgan,NULL
438,a bhith 'nad chrùban,NULL
439,a bhith 'nad uachdaran ort fhéin,NULL
440,a bhith ri guim,NULL
441,a bhith ri plaosgan,NULL
442,a bhith sa chathair,NULL
443,a bhith seachad mu,None
444,a bhith spàgach 'nad dheann,None
445,a bhith tuar [AG],NULL
446,a bhleigeird ghrànnda shalaich,None
447,a' bhliadhna gus an àm seo,None
448,a bhó a bhó ...,NULL
449,a' bhó as miosa a tha ann sa bhuaile is i as àirde geum,NULL
450,a' bhó as miosa a tha sa bhuaile is i as àirde geum,NULL
451,a bhobain!,NULL
452,A' Bhogsolla,NULL
453,a bhradag!,NULL
454,"A' Bhreatainn Bheag, a' Bhreatann Bheag",None
455,a bhrònag,None
456,a bhrònain,None
457,a' bhuainneach mhór,NULL
458,a bhuigneag gun fheum,None
459,"Bulgair, Bhulgair, Bulgair, Bhulgair, Bulgaire, Bhulgaire, , , Bhulgair, , ",Feminine Names
460,a' bocadaich leis an fhearg,NULL
461,a' bogadan,NULL
462,a' bogadanaich suas is sìos,NULL
463,a' brath air leantainn ris,NULL
464,a' bruidhinn air [A],NULL
465,a' bruidhinn air thuaiream,NULL
466,a' bruidhinn gun chlaonachd ...,NULL
467,a' builgneachadh,NULL
468,a' caigealadh,NULL
469,"a' call nam boitean, a' cruinneachadh nan sop",None
470,a' ceapadh chuileagan,NULL
471,a ceithir,None
472,a chaca!,None
473,A' Chailleach,NULL
474,a' chailleach,NULL
475,a' chailleach bhuana,NULL
476,a' chainnt Ghearmailteach,NULL
477,"a-chaoidh, a-choidhche, a chaoidh, ",Other (create single empty record)
478,a-chaoidh nan caoidhean,None
479,"a charaid chòir,",NULL
480,A' Chàrnach,None
481,A' Charraig Aonair,NULL
482,a chealgaire!,NULL
483,"a-cheana, ",Other (create single empty record)
484,A' Cheapaich,NULL
485,a cheart uiread ri do [A],NULL
486,a chéile,NULL
487,a' chiad leughadh de bhile,Adjective
488,a' chiad [A1] [A2],NULL
489,a' chiad athais a bhios orm,NULL
490,a' chiad bhraightseal a leig iad,NULL
491,a' chiad char sa mhadainn,NULL
492,a' chiad cheathramh,None
493,a' chiad fheuchainn,NULL
494,a' chiad ghreim,NULL
495,a' chiad ìre,None
496,a' chiad leughadh,NULL
497,a' chiad sgeulachd air fear an taighe!,NULL
498,"ciad, chiad, ceud, cheud, 1d",Other (create single empty record)
499,a chiall beannaich mise!,None
500,a chiall mo chridhe,None
501,a chiall!,None
502,a chiallaich!,NULL
503,a Chiarain chòir,None
504,A' Chlach Dhearg,NULL
505,"a' chlach nach tachair ri mo chas, cha chiurr i mi",None
506,A' Chluain,NULL
507,a chnapaire!,NULL
508,A' Chóigeach,NULL
509,A' Choille Dhubh,NULL
510,"Congo, Chongo, Congo, Chongo, Congo, Chongo, , , Chongo, , ",Feminine Names
511,"Còrn, Chòrn, Còirn, Chòirn, Còirne, Chòirne, , , Chòrn, , ",Feminine Names
512,a' chorra laigse,None
513,A' Chràileag,NULL
514,A' Chraobh,NULL
515,A' Chraobh-Leamhain,NULL
516,A' Chreig,NULL
517,a chreutair dhamaite!,NULL
518,a chridhe 'na shlugan,None
519,a chridhe ri bualadh,None
520,A' Chròich,NULL
521,a' chroich oirre!,NULL
522,A' Chrois,NULL
523,A' Chrois Tàra,NULL
524,a chrostag!,NULL
525,a chrostain,None
526,"Cròthais, Chròthais, Cròthais, Chròthais, Cròthaise, Chròthaise, , , Chròthais, , ",Feminine Names
527,a chruas dha chèile,NULL
528,a chuala cluas a-riamh,NULL
529,A' Chuigse,NULL
530,a chuilean na muice!,NULL
531,a chuilein!,NULL
532,A' Chuimrigh,NULL
533,"Cuimris, Chuimris, Cuimris, Chuimris, Cuimrise, Chuimrise, , , Chuimris, , ",Feminine Names
534,a' chuing-analach,None
535,a' chùis thruais!,NULL
536,a chum a bhith ag [AG],NULL
537,a chum gun cluinnear mi,NULL
538,á cléithe sia figearach,None
539,clìc an àird,None
540,a' cnead is a' cnàmhan,NULL
541,a cóig,Adjective
542,a' coimhead na bha siud de [A] ann,None
543,a' co-lànachadh a chéile,NULL
544,a' crochadh ri,None
545,a' cròdhadh gu [A],NULL
546,a' cur an t-sneachda,NULL
547,a' cur connadh dhan choille,None
548,a' cur feum air [A],NULL
549,cuir ìm do thaigh-àraich,None
550,a' cur nan itean,NULL
551,a' cur sgeamhaid ás,NULL
552,a' dabhdail,NULL
553,a' damanadh [A],NULL
554,a' dèanamh dheth gur/gun ...,None
555,a' dèanamh suas,Adjective
556,"basaille, bhasaille, basaillean, bhasaillean",Adjective
557,a dhà,None
558,a dh'aindeoin na cùise,Adjective
559,a dh'aindeoin nan gearan,Adjective
560,a dh'aithghearr,Adjective
561,a dh'aon bhàghadh,NULL
562,a dh'aon bheum,NULL
563,a dh'aon bhuille,NULL
564,a dh'aon chuid,NULL
565,a dh'aon inntinn le,None
566,a dh'aon obair,NULL
567,a dh'aon seach a chéile,NULL
568,a dh'aon-ghnothaich,NULL
569,a dh'easbhaidh urraim,NULL
570,a dheich uiread,None
571,a dheòin,Adjective
572,a dheòir a' snigheadh,None
573,a Dhia m' anam,None
574,a Dhia!,None
575,a dhiamh mhóir!,NULL
576,a dhiamh!,None
577,a dh'ionnsaigh an latha an-diugh,NULL
578,a dhìth,None
579,a dh'oidhche,None
580,a dh'olc no a dh'éiginn,None
581,a dhubh no a gheal,NULL
582,a dhuine chridhe!,None
583,a dhuine dhuine ...,NULL
584,a dhuine!,NULL
585,a' dìreadh gu 50,NULL
586,a' dol air bhog,NULL
587,a' dol ball dìreach gu [A],NULL
588,a' dol dha gu gasta,None
589,a' fàilneadh air falbh bhuam,NULL
590,a' falbh 'na shaor,NULL
591,a' faoineas,NULL
592,a' faoisgneadh,NULL
593,a' feitheamh ri corca nan speur,NULL
594,a' fiaradh a-null is a-nall,NULL
595,a' fulang [A],NULL
596,a' gàire gu do chùlaibh,NULL
597,a' gealladh is a' fealladh,None
598,a' gearan is a' guraman,NULL
599,A' Ghàidhealtachd,NULL
600,"Gaimbia, Ghaimbia, Gaimbia, Ghaimbia, Gaimbia, Ghaimbia, , , Ghaimbia, , ",Feminine Names
601,"Gall, Ghall, Gaill, Ghaill, Gaille, Ghaille, , , Ghall, , ",Feminine Names
602,"Galldachd, Galltachd, Ghalldachd, Ghalltachd, Galldachd, Ghalldachd, Galldachd, Ghalldachd, , , Ghalldachd, , ",Feminine Names
603,a ghaoilein!,NULL
604,a' ghaoth a' séideadh doineann,NULL
605,a' ghaoth 'ga ruagadh,None
606,A' Gharbhaird,NULL
607,a' gharbh-chuid dhiubh,NULL
608,a ghèal!,NULL
609,a' ghealach a' crìonadh,NULL
610,a' ghealach a' fàs,NULL
611,"Gearmailt, Ghearmailt, Gearmailt, Ghearmailt, Gearmailte, Ghearmailte, , , Ghearmailt, , ",Feminine Names
612,a ghlaoic air do chasan,None
613,a ghlaoic!,NULL
614,"oibseact, , oibseict, , , , , , , , , oibseactan, , , , , , , , oibseactaibh, , oibseactan, , , , , , , , oibseactan, , , ",Common Masculine Noun
615,A' Ghlas,Adjective
616,A' Ghlasairigh,NULL
617,"a ghnàth, a-ghnàth, ",Other (create single empty record)
618,"Graonlann, Ghraonlann, Graonlainn, Ghraonlainn, Graonlainne, Ghraonlainne, , , Ghraonlann, , ",Feminine Names
619,"Gréig, Greug, Ghréig, Ghreug, Gréig, Ghréig, Gréige, Ghréige, , , Ghréig, , ",Feminine Names
620,a' ghrian 'na h-àirde,None
621,A' Ghuiseid,Adjective
622,a' giogadaich is a' gliogadaich,NULL
623,"a' gliogan, a' glagan",NULL
624,a' gurmal,NULL
625,a h-aon,Adjective
626,a h-aon no h-aon-eigin,NULL
627,a h-ochd,None
628,a h-uile [A] a-riamh,NULL
629,a h-uile biadh a smuainticheas,NULL
630,a h-uile buille,Adjective
631,a h-uile ceann tacain,NULL
632,a h-uile duine a-riamh,NULL
633,a h-uile fear á triùir,NULL
634,a h-uile latha a chì is nach fhaic!,NULL
635,a h-uile latha dheth!,NULL
636,a h-uile mac màthar,NULL
637,a h-uile seachd sìorraidh,None
638,a h-uile seud sìorraidh,None
639,a h-uile sgath [A],NULL
640,a latha is a dh'oidhche ,NULL
641,a Leabhra!,NULL
642,a leithid de ghreasadh!,NULL
643,a leth-thaobh,NULL
644,a los,NULL
645,a losgainn!,NULL
646,a' malairt spéicean,NULL
647,á measg [A],NULL
648,"fàrlainn, fhàrlainn, fàrlainn, fhàrlainn, , , , , , , fhàrlainn, fàrlainnean, fhàrlainnean, , , , , , , fàrlainnibh, fhàrlainnibh, fàrlainnean, fhàrlainnean, , , , , , , fhàrlainnean, , , ",Common Masculine Noun
649,A' Mhaise Mhór,NULL
650,A' Mhaise Uaine,NULL
651,", A' Mhanachainn, , A' Mhanachainn, na Manachainn, Mhanachainn, , , Mhanachainn, , ",Feminine Names
652,"teudaicheam, teudaich, teudaicheadh, teudaicheamaid, teudaichibh, teudaicheadh, teudachadh, theudachadh, , , , , , , , , , , , , , , teudaichidh, theudaicheas, teudaich, theudaich, theudaich, do theudaich, teudaichte, theudaichte, theudaichinn, theudaicheadh, theudaicheamaid, teudaichinn, theudaichinn, teudaicheadh, theudaicheadh, teudaicheamaid, theudaicheamaid, teudaichear, teudaichtear, teudaichear, theudaichear, teudaichear, theudaichear, theudaicheadh, do theudaicheadh, theudaichte, theudaichiste, theudaichist, teudaichte, teudaichiste, teudaichist, theudaichte, theudaichiste, theudaichist, , ",Verb
653,a mhastaig!,NULL
654,a mheapain,None
655,A' Mhèinn,NULL
656,a mhic a' choin!,None
657,a mhic an diabhail!,NULL
658,a mhic an uilc!,None
659,a mhic na galla!,NULL
660,A' Mhiora Mhór,NULL
661,A' Mhòinteach Ruadh,NULL
662,"Moldobha, Mholdobha, Moldobha, Mholdobha, Moldobha, Mholdobha, , , Mholdobha, , ",Feminine Names
663,a mhór,NULL
664,A' Mhoraine,NULL
665,", A' Mhorfhaich, A' Mhoroich, na Morfhaich, na Moroich, , , Mhorfhaich, , , Mhorfhaich, , ",Feminine Names
666,A' Mhormhoich,NULL
667,a' mhuc is a cuid àil,NULL
668,A' Mhuigh,NULL
